Year,Job_Title,Industry,Automation_Risk,Automation_Risk_Cat,AI_Adoption,Degree_Required,Salary_USD,Experience_Years,Skill_Score,Remote_Work,Job_Demand_Index,Skills,Location,Company_Size,Job_Growth
2021,Data Scientist,Technology,23.3,Low,High,Yes,100813,1,60.0,No,100.3,"ML, SQL, TensorFlow",Sydney,Medium,Growth
2021,Data Scientist,Technology,30.8,Low,High,Yes,104878,11,100.0,No,112.1,"ML, Python, SQL, TensorFlow, Statistics",London,Large,Growth
2021,Data Scientist,Technology,26.1,Low,High,Yes,108426,4,80.0,No,94.9,"ML, Python, TensorFlow, SQL",New York,Medium,Growth
2021,Data Scientist,Technology,21.8,Low,High,Yes,95882,3,60.0,No,105.0,"Python, SQL, ML",Singapore,Medium,Growth
2021,Data Scientist,Technology,32.0,Low,High,Yes,101868,4,40.0,No,90.6,"Statistics, SQL",Dubai,Medium,Growth
2021,Data Scientist,Technology,34.5,Low,High,Yes,92649,6,100.0,Yes,91.3,"Python, SQL, ML, Statistics, TensorFlow",Paris,Medium,Growth
2021,Data Scientist,Technology,23.7,Low,High,Yes,97271,10,100.0,Yes,107.9,"SQL, Statistics, Python, ML, TensorFlow",San Francisco,Large,Growth
2021,Data Scientist,Technology,25.5,Low,High,Yes,117237,7,80.0,No,86.8,"Python, TensorFlow, ML, Statistics",San Francisco,Small,Growth
2021,Data Scientist,Technology,21.3,Low,High,Yes,111796,7,80.0,Yes,97.8,"ML, Statistics, TensorFlow, SQL",Dubai,Medium,Growth
2021,Data Scientist,Technology,29.3,Low,High,Yes,106036,0,40.0,No,115.3,"ML, Python",San Francisco,Medium,Growth
2021,Data Scientist,Technology,15.3,Low,High,Yes,78369,4,40.0,No,118.7,"Statistics, TensorFlow",Singapore,Small,Growth
2021,Data Scientist,Technology,22.7,Low,High,Yes,87387,0,60.0,Yes,83.7,"Python, TensorFlow, Statistics",Sydney,Medium,Growth
2021,Data Scientist,Technology,32.5,Low,High,Yes,101432,3,80.0,No,99.0,"ML, SQL, TensorFlow, Statistics",Singapore,Small,Growth
2021,Data Scientist,Technology,26.0,Low,High,Yes,86108,9,40.0,Yes,119.2,"TensorFlow, SQL",Singapore,Large,Growth
2021,Data Scientist,Technology,20.1,Low,High,Yes,85867,7,80.0,No,96.4,"ML, Statistics, Python, TensorFlow",Toronto,Large,Growth
2021,Data Scientist,Technology,14.0,Low,High,Yes,104027,8,40.0,Yes,82.6,"TensorFlow, ML",Paris,Medium,Growth
2021,ML Engineer,Technology,14.0,Low,High,Yes,108449,5,80.0,No,119.8,"Docker, Python, MLOps, Kubernetes",Tokyo,Medium,Growth
2021,ML Engineer,Technology,15.2,Low,High,Yes,135357,11,100.0,No,99.2,"Python, Kubernetes, MLOps, Docker, Deep Learning",Paris,Small,Growth
2021,ML Engineer,Technology,19.8,Low,High,Yes,112887,4,80.0,Yes,92.7,"Kubernetes, MLOps, Docker, Python",San Francisco,Small,Growth
2021,ML Engineer,Technology,21.1,Low,High,Yes,137400,3,40.0,No,104.4,"Kubernetes, Docker",Berlin,Medium,Growth
2021,ML Engineer,Technology,21.9,Low,High,Yes,105189,8,60.0,No,100.9,"Python, Deep Learning, Kubernetes",San Francisco,Medium,Growth
2021,ML Engineer,Technology,22.9,Low,High,Yes,100854,5,40.0,No,119.9,"MLOps, Python",New York,Small,Growth
2021,ML Engineer,Technology,27.3,Low,High,Yes,113971,0,80.0,No,105.4,"Kubernetes, Docker, Python, Deep Learning",Dubai,Medium,Growth
2021,ML Engineer,Technology,19.3,Low,High,Yes,118012,5,80.0,No,86.9,"Kubernetes, MLOps, Docker, Deep Learning",Sydney,Small,Growth
2021,ML Engineer,Technology,30.7,Low,High,Yes,134492,6,60.0,No,97.7,"Kubernetes, Deep Learning, Docker",Toronto,Medium,Growth
2021,ML Engineer,Technology,19.2,Low,High,Yes,117262,6,60.0,No,116.3,"Deep Learning, MLOps, Kubernetes",Dubai,Small,Growth
2021,ML Engineer,Technology,17.8,Low,High,Yes,111113,6,100.0,No,85.2,"Kubernetes, Deep Learning, Python, Docker, MLOps",Toronto,Small,Growth
2021,ML Engineer,Technology,17.5,Low,High,Yes,100662,2,40.0,No,109.4,"Docker, Kubernetes",San Francisco,Medium,Growth
2021,ML Engineer,Technology,20.7,Low,High,Yes,131532,12,100.0,No,102.1,"Python, Deep Learning, Kubernetes, Docker, MLOps",New York,Large,Growth
2021,ML Engineer,Technology,21.8,Low,High,Yes,114534,2,100.0,No,118.8,"Docker, Python, Kubernetes, MLOps, Deep Learning",San Francisco,Large,Growth
2021,ML Engineer,Technology,20.4,Low,High,Yes,121876,1,100.0,No,117.9,"MLOps, Deep Learning, Docker, Python, Kubernetes",Toronto,Small,Growth
2021,ML Engineer,Technology,27.0,Low,High,Yes,107395,2,100.0,No,85.0,"MLOps, Python, Docker, Kubernetes, Deep Learning",New York,Small,Growth
2021,ML Engineer,Technology,26.7,Low,High,Yes,113180,5,80.0,Yes,94.5,"MLOps, Deep Learning, Docker, Kubernetes",Dubai,Large,Growth
2021,ML Engineer,Technology,29.2,Low,High,Yes,91290,8,60.0,Yes,117.3,"MLOps, Docker, Deep Learning",New York,Medium,Growth
2021,ML Engineer,Technology,23.6,Low,High,Yes,99044,4,40.0,No,98.5,"Docker, Deep Learning",Singapore,Large,Growth
2021,ML Engineer,Technology,20.3,Low,High,Yes,98378,6,60.0,Yes,90.5,"Python, MLOps, Docker",Dubai,Large,Growth
2021,ML Engineer,Technology,15.0,Low,High,Yes,105888,7,40.0,No,113.4,"MLOps, Kubernetes",London,Medium,Growth
2021,ML Engineer,Technology,19.8,Low,High,Yes,115982,5,40.0,No,100.6,"MLOps, Deep Learning",Dubai,Large,Growth
2021,ML Engineer,Technology,16.1,Low,High,Yes,109542,7,40.0,No,83.4,"Docker, Deep Learning",Dubai,Large,Growth
2021,ML Engineer,Technology,25.0,Low,High,Yes,109277,6,80.0,No,91.3,"MLOps, Docker, Kubernetes, Deep Learning",London,Medium,Growth
2021,ML Engineer,Technology,25.3,Low,High,Yes,115626,4,40.0,No,86.1,"Docker, MLOps",Paris,Small,Growth
2021,ML Engineer,Technology,24.3,Low,High,Yes,117231,0,60.0,No,111.0,"Python, Kubernetes, Deep Learning",New York,Medium,Growth
2021,ML Engineer,Technology,15.4,Low,High,Yes,108642,2,40.0,Yes,85.8,"Docker, Deep Learning",Dubai,Small,Growth
2021,ML Engineer,Technology,21.0,Low,High,Yes,98096,5,60.0,No,102.8,"MLOps, Python, Deep Learning",Singapore,Medium,Growth
2021,ML Engineer,Technology,10.1,Low,High,Yes,102269,7,100.0,No,91.8,"MLOps, Python, Docker, Deep Learning, Kubernetes",Paris,Small,Growth
2021,ML Engineer,Technology,24.7,Low,High,Yes,129087,7,40.0,No,102.7,"Python, Kubernetes",Paris,Large,Growth
2021,ML Engineer,Technology,24.5,Low,High,Yes,107678,4,40.0,No,87.4,"Docker, Deep Learning",London,Small,Growth
2021,ML Engineer,Technology,23.3,Low,High,Yes,89874,0,80.0,Yes,89.4,"Deep Learning, Python, MLOps, Kubernetes",Tokyo,Small,Growth
2021,ML Engineer,Technology,29.7,Low,High,Yes,111893,7,40.0,No,85.1,"Docker, Deep Learning",San Francisco,Large,Growth
2021,ML Engineer,Technology,13.8,Low,High,Yes,110503,6,60.0,No,116.3,"MLOps, Kubernetes, Deep Learning",Berlin,Small,Growth
2021,ML Engineer,Technology,16.3,Low,High,Yes,112218,3,60.0,No,89.2,"Docker, Deep Learning, Kubernetes",Tokyo,Medium,Growth
2021,ML Engineer,Technology,18.3,Low,High,Yes,117987,3,100.0,No,89.4,"Kubernetes, Deep Learning, Python, Docker, MLOps",London,Large,Growth
2021,ML Engineer,Technology,15.9,Low,High,Yes,105525,3,100.0,No,80.4,"MLOps, Python, Docker, Kubernetes, Deep Learning",Sydney,Large,Growth
2021,ML Engineer,Technology,14.6,Low,High,Yes,97980,1,100.0,No,112.4,"Python, MLOps, Deep Learning, Docker, Kubernetes",New York,Medium,Growth
2021,ML Engineer,Technology,23.7,Low,High,Yes,114574,6,60.0,No,86.1,"Python, Docker, Deep Learning",San Francisco,Large,Growth
2021,ML Engineer,Technology,16.2,Low,High,Yes,130651,6,60.0,Yes,90.5,"Docker, Deep Learning, Python",Sydney,Medium,Growth
2021,ML Engineer,Technology,29.7,Low,High,Yes,136327,4,80.0,Yes,93.3,"Kubernetes, Python, Deep Learning, MLOps",New York,Large,Growth
2021,ML Engineer,Technology,24.4,Low,High,Yes,113288,2,80.0,No,100.7,"Python, Docker, Kubernetes, MLOps",Sydney,Large,Growth
2021,ML Engineer,Technology,22.2,Low,High,Yes,101332,0,40.0,No,103.1,"MLOps, Kubernetes",Paris,Small,Growth
2021,ML Engineer,Technology,18.6,Low,High,Yes,99194,7,100.0,Yes,82.8,"Deep Learning, Kubernetes, Docker, Python, MLOps",Berlin,Large,Growth
2021,ML Engineer,Technology,21.2,Low,High,Yes,124316,0,80.0,No,114.1,"MLOps, Python, Kubernetes, Docker",Toronto,Medium,Growth
2021,ML Engineer,Technology,22.9,Low,High,Yes,118470,7,40.0,No,84.2,"MLOps, Docker",London,Large,Growth
2021,ML Engineer,Technology,26.7,Low,High,Yes,122392,6,40.0,No,90.5,"MLOps, Deep Learning",Singapore,Small,Growth
2021,ML Engineer,Technology,24.2,Low,High,Yes,110297,0,40.0,No,111.9,"Docker, MLOps",San Francisco,Medium,Growth
2021,Software Developer,Technology,26.0,Low,High,Yes,96359,2,80.0,No,87.9,"Java, Algorithms, Git, APIs",Sydney,Medium,Growth
2021,Software Developer,Technology,31.7,Low,High,Yes,86637,6,40.0,No,98.1,"Java, APIs",New York,Large,Growth
2021,Software Developer,Technology,26.6,Low,High,Yes,107708,6,80.0,No,89.5,"Python, Algorithms, Java, Git",Sydney,Small,Growth
2021,Software Developer,Technology,34.2,Low,High,Yes,93091,2,40.0,No,103.1,"APIs, Python",San Francisco,Medium,Growth
2021,Software Developer,Technology,25.5,Low,High,Yes,101196,5,60.0,No,92.2,"Python, APIs, Algorithms",San Francisco,Large,Growth
2021,Software Developer,Technology,40.4,Medium,High,Yes,99447,12,60.0,No,90.1,"Python, Git, Java",Paris,Small,Growth
2021,Software Developer,Technology,32.1,Low,High,Yes,97569,3,60.0,No,82.4,"Python, APIs, Git",Tokyo,Large,Growth
2021,Software Developer,Technology,28.3,Low,High,Yes,116171,2,100.0,No,115.6,"Java, Git, Python, Algorithms, APIs",Toronto,Small,Growth
2021,Software Developer,Technology,32.6,Low,High,Yes,85369,6,100.0,No,110.7,"Git, Algorithms, Java, APIs, Python",Tokyo,Large,Growth
2021,Software Developer,Technology,23.9,Low,High,Yes,105068,0,80.0,No,100.0,"Algorithms, APIs, Git, Java",Sydney,Large,Growth
2021,Software Developer,Technology,29.6,Low,High,Yes,87178,9,40.0,No,103.0,"Java, APIs",Dubai,Small,Growth
2021,Software Developer,Technology,25.8,Low,High,Yes,82004,5,40.0,Yes,81.7,"Git, APIs",Sydney,Small,Growth
2021,Software Developer,Technology,27.3,Low,High,Yes,92448,1,80.0,Yes,115.6,"Python, Algorithms, Git, APIs",Paris,Medium,Growth
2021,Software Developer,Technology,40.9,Medium,High,Yes,101945,0,100.0,Yes,107.5,"Git, APIs, Algorithms, Python, Java",Toronto,Small,Growth
2021,Software Developer,Technology,37.6,Medium,High,Yes,93464,0,40.0,Yes,81.7,"Python, Git",Berlin,Medium,Growth
2021,Software Developer,Technology,42.9,Medium,High,Yes,91596,2,40.0,No,106.4,"Algorithms, Java",Sydney,Medium,Growth
2021,Software Developer,Technology,37.0,Medium,High,Yes,107608,3,40.0,No,108.0,"Git, Java",Paris,Small,Growth
2021,Software Developer,Technology,33.2,Low,High,Yes,93172,0,40.0,No,107.7,"APIs, Algorithms",London,Medium,Growth
2021,Software Developer,Technology,33.3,Low,High,Yes,98229,7,80.0,No,115.1,"Java, Python, APIs, Algorithms",San Francisco,Small,Growth
2021,Software Developer,Technology,21.8,Low,High,Yes,109533,9,40.0,Yes,89.6,"Algorithms, APIs",Paris,Small,Growth
2021,Software Developer,Technology,25.1,Low,High,Yes,91314,2,60.0,No,81.8,"Java, APIs, Algorithms",Berlin,Small,Growth
2021,Software Developer,Technology,27.4,Low,High,Yes,86999,3,60.0,Yes,80.8,"Git, APIs, Java",Dubai,Large,Growth
2021,Software Developer,Technology,34.9,Low,High,Yes,94604,5,100.0,Yes,107.2,"Java, Algorithms, Python, Git, APIs",San Francisco,Small,Growth
2021,Software Developer,Technology,38.4,Medium,High,Yes,97381,1,80.0,Yes,80.6,"APIs, Git, Java, Python",New York,Large,Growth
2021,Software Developer,Technology,35.0,Low,High,Yes,89679,3,80.0,No,93.4,"Python, Java, APIs, Git",New York,Large,Growth
2021,Software Developer,Technology,37.8,Medium,High,Yes,90989,4,60.0,No,108.8,"APIs, Algorithms, Python",Sydney,Small,Growth
2021,Software Developer,Technology,36.4,Medium,High,Yes,78041,4,100.0,No,100.6,"Git, Python, APIs, Algorithms, Java",London,Small,Growth
2021,Software Developer,Technology,41.1,Medium,High,Yes,96267,4,80.0,No,102.1,"Java, Python, Algorithms, Git",London,Large,Growth
2021,Software Developer,Technology,26.3,Low,High,Yes,91405,7,100.0,No,100.4,"Algorithms, APIs, Python, Git, Java",Paris,Large,Growth
2021,Software Developer,Technology,38.1,Medium,High,Yes,94237,5,100.0,No,106.2,"Git, Python, Algorithms, APIs, Java",London,Large,Growth
2021,Software Developer,Technology,30.3,Low,High,Yes,74940,3,60.0,Yes,117.4,"Git, APIs, Java",San Francisco,Large,Growth
2021,Software Developer,Technology,34.6,Low,High,Yes,82743,3,100.0,No,115.5,"APIs, Git, Python, Java, Algorithms",San Francisco,Large,Growth
2021,Software Developer,Technology,28.0,Low,High,Yes,74440,1,80.0,No,119.1,"Python, Algorithms, APIs, Git",Sydney,Large,Growth
2021,Software Developer,Technology,34.1,Low,High,Yes,101765,6,40.0,No,117.1,"Algorithms, Python",New York,Small,Growth
2021,Software Developer,Technology,29.6,Low,High,Yes,91753,11,40.0,Yes,92.9,"Git, Algorithms",New York,Large,Growth
2021,Software Developer,Technology,33.2,Low,High,Yes,101284,2,100.0,No,92.2,"Python, APIs, Git, Java, Algorithms",Dubai,Large,Growth
2021,Software Developer,Technology,33.0,Low,High,Yes,92344,4,60.0,No,101.4,"Python, Git, Algorithms",Tokyo,Small,Growth
2021,Software Developer,Technology,21.0,Low,High,Yes,92182,1,40.0,No,95.0,"Python, Git",Sydney,Medium,Growth
2021,Software Developer,Technology,30.9,Low,High,Yes,94079,8,100.0,No,113.6,"Python, Java, APIs, Git, Algorithms",Singapore,Large,Growth
2021,Software Developer,Technology,31.5,Low,High,Yes,93264,3,60.0,No,108.3,"Python, Java, Git",Berlin,Small,Growth
2021,Software Developer,Technology,28.4,Low,High,Yes,94628,3,40.0,No,110.0,"Git, Java",Paris,Large,Growth
2021,Software Developer,Technology,36.7,Medium,High,Yes,91127,1,100.0,No,89.7,"Java, APIs, Git, Algorithms, Python",Berlin,Large,Growth
2021,Software Developer,Technology,29.9,Low,High,Yes,90264,0,60.0,Yes,104.0,"Java, Python, Git",Sydney,Large,Growth
2021,Software Developer,Technology,38.0,Medium,High,Yes,82583,6,100.0,Yes,95.0,"APIs, Algorithms, Java, Python, Git",Tokyo,Small,Growth
2021,Software Developer,Technology,37.1,Medium,High,Yes,93241,0,80.0,No,105.4,"APIs, Python, Git, Java",New York,Medium,Growth
2021,Software Developer,Technology,28.3,Low,High,Yes,112425,5,100.0,No,98.5,"APIs, Git, Algorithms, Python, Java",Sydney,Medium,Growth
2021,Software Developer,Technology,34.1,Low,High,Yes,84895,3,60.0,No,119.6,"APIs, Python, Git",Berlin,Small,Growth
2021,Software Developer,Technology,40.2,Medium,High,Yes,80775,5,40.0,Yes,106.9,"Java, Git",Singapore,Large,Growth
2021,Software Developer,Technology,31.4,Low,High,Yes,81949,4,40.0,No,82.8,"Java, APIs",Berlin,Large,Growth
2021,Software Developer,Technology,30.3,Low,High,Yes,82610,5,40.0,Yes,115.8,"Python, APIs",Dubai,Medium,Growth
2021,Software Developer,Technology,40.5,Medium,High,Yes,82986,7,40.0,No,97.5,"Algorithms, Python",Berlin,Small,Growth
2021,Software Developer,Technology,30.3,Low,High,Yes,86061,10,40.0,No,111.2,"Algorithms, Java",New York,Large,Growth
2021,Software Developer,Technology,36.0,Medium,High,Yes,81425,0,60.0,No,86.0,"Git, Python, Algorithms",London,Small,Growth
2021,Software Developer,Technology,40.2,Medium,High,Yes,103028,1,40.0,No,84.5,"Git, Python",Singapore,Large,Growth
2021,Software Developer,Technology,25.2,Low,High,Yes,91766,2,80.0,Yes,94.6,"Java, Algorithms, Python, APIs",Singapore,Large,Growth
2021,Software Developer,Technology,28.8,Low,High,Yes,84297,5,60.0,No,105.3,"Java, APIs, Algorithms",Dubai,Large,Growth
2021,Software Developer,Technology,28.0,Low,High,Yes,96436,1,60.0,Yes,98.6,"Java, Python, Git",Toronto,Medium,Growth
2021,Software Developer,Technology,38.8,Medium,High,Yes,104718,0,60.0,Yes,113.5,"APIs, Python, Algorithms",London,Large,Growth
2021,Software Developer,Technology,17.9,Low,High,Yes,81546,1,60.0,No,99.2,"Git, Python, APIs",Sydney,Large,Growth
2021,Software Developer,Technology,30.9,Low,High,Yes,103783,1,40.0,No,113.8,"Java, Algorithms",Berlin,Large,Growth
2021,Software Developer,Technology,28.1,Low,High,Yes,89644,5,40.0,No,118.4,"Python, APIs",Singapore,Medium,Growth
2021,Data Analyst,Finance,52.0,Medium,Medium,No,77453,6,40.0,No,85.6,"Excel, SQL",Dubai,Large,Stable
2021,Data Analyst,Finance,38.4,Medium,Medium,No,78867,6,40.0,No,86.1,"SQL, Excel",Tokyo,Small,Stable
2021,Data Analyst,Finance,42.4,Medium,Medium,No,72906,8,80.0,No,68.6,"Tableau, SQL, Statistics, Python",Paris,Large,Stable
2021,Data Analyst,Finance,47.3,Medium,Medium,No,78735,3,60.0,No,71.4,"SQL, Excel, Tableau",New York,Small,Stable
2021,Data Analyst,Finance,48.4,Medium,Medium,No,70659,4,60.0,No,89.3,"SQL, Statistics, Python",Toronto,Small,Stable
2021,Data Analyst,Finance,39.3,Medium,Medium,No,71884,0,80.0,No,74.9,"Python, Statistics, Excel, Tableau",Tokyo,Medium,Stable
2021,Data Analyst,Finance,43.3,Medium,Medium,No,70172,9,40.0,No,79.8,"SQL, Python",Berlin,Medium,Stable
2021,Data Analyst,Finance,40.1,Medium,Medium,No,75345,3,100.0,Yes,88.1,"SQL, Excel, Python, Statistics, Tableau",London,Medium,Stable
2021,Data Analyst,Finance,49.3,Medium,Medium,No,75832,0,40.0,No,81.5,"Tableau, Python",Dubai,Large,Stable
2021,Data Analyst,Finance,37.2,Medium,Medium,No,76036,6,100.0,No,62.5,"Excel, SQL, Tableau, Python, Statistics",San Francisco,Large,Stable
2021,Data Analyst,Finance,38.8,Medium,Medium,No,74184,5,40.0,No,76.0,"Statistics, SQL",Tokyo,Medium,Stable
2021,Data Analyst,Finance,39.6,Medium,Medium,No,72398,2,60.0,Yes,73.2,"Python, Statistics, Tableau",Singapore,Medium,Stable
2021,Data Analyst,Finance,39.9,Medium,Medium,No,80284,5,80.0,No,79.2,"Tableau, Statistics, SQL, Excel",San Francisco,Small,Stable
2021,Data Analyst,Finance,39.8,Medium,Medium,No,71653,2,40.0,No,56.4,"Python, SQL",Dubai,Small,Stable
2021,Data Analyst,Finance,42.7,Medium,Medium,No,76473,0,40.0,Yes,52.7,"Python, SQL",Berlin,Small,Stable
2021,Data Analyst,Finance,38.4,Medium,Medium,No,78020,5,40.0,No,50.6,"Excel, Statistics",Paris,Small,Stable
2021,Data Analyst,Finance,45.6,Medium,Medium,No,72702,0,100.0,No,56.4,"Statistics, Excel, SQL, Tableau, Python",Tokyo,Small,Stable
2021,Data Analyst,Finance,36.8,Medium,Medium,No,66498,6,80.0,No,50.9,"Statistics, Excel, SQL, Tableau",Singapore,Large,Stable
2021,Data Analyst,Finance,50.3,Medium,Medium,No,63113,6,60.0,Yes,60.1,"Statistics, Python, Tableau",Toronto,Medium,Stable
2021,Data Analyst,Finance,37.7,Medium,Medium,No,93732,4,40.0,No,76.8,"Excel, Statistics",Paris,Medium,Stable
2021,Data Analyst,Finance,45.2,Medium,Medium,No,71627,3,40.0,No,76.2,"Statistics, Tableau",London,Small,Stable
2021,Data Analyst,Finance,44.9,Medium,Medium,No,65216,5,80.0,No,89.8,"Statistics, Excel, Python, Tableau",New York,Medium,Stable
2021,Data Analyst,Finance,43.3,Medium,Medium,No,62820,3,40.0,No,66.5,"Python, Excel",Dubai,Large,Stable
2021,Data Analyst,Finance,41.8,Medium,Medium,No,75914,6,80.0,No,77.2,"Python, Statistics, SQL, Tableau",London,Large,Stable
2021,Data Analyst,Finance,47.7,Medium,Medium,No,81047,6,60.0,Yes,85.8,"Excel, Python, Statistics",Dubai,Large,Stable
2021,Data Analyst,Finance,41.3,Medium,Medium,No,78161,3,100.0,No,57.7,"Python, Tableau, SQL, Excel, Statistics",Tokyo,Small,Stable
2021,Data Analyst,Finance,42.3,Medium,Medium,No,67461,7,80.0,No,78.5,"Excel, Statistics, Python, Tableau",Paris,Medium,Stable
2021,Data Analyst,Finance,39.5,Medium,Medium,No,80410,8,40.0,Yes,88.6,"Python, Statistics",San Francisco,Medium,Stable
2021,Data Analyst,Finance,45.6,Medium,Medium,No,74612,2,80.0,No,65.5,"Tableau, Excel, Python, Statistics",Dubai,Large,Stable
2021,Data Analyst,Finance,34.5,Low,Medium,No,83640,3,40.0,No,53.0,"Statistics, SQL",Tokyo,Large,Stable
2021,Data Analyst,Finance,38.6,Medium,Medium,No,88685,5,100.0,No,63.8,"Statistics, SQL, Excel, Python, Tableau",Tokyo,Small,Stable
2021,Data Analyst,Finance,45.2,Medium,Medium,No,77123,5,60.0,No,68.9,"Python, SQL, Excel",San Francisco,Small,Stable
2021,Data Analyst,Finance,35.6,Medium,Medium,No,80305,7,80.0,No,89.3,"Python, SQL, Statistics, Excel",San Francisco,Medium,Stable
2021,Data Analyst,Finance,38.0,Medium,Medium,No,65590,7,60.0,No,69.3,"SQL, Statistics, Python",Dubai,Large,Stable
2021,Data Analyst,Finance,41.8,Medium,Medium,No,76696,5,80.0,Yes,88.8,"Tableau, Statistics, SQL, Excel",London,Large,Stable
2021,Data Analyst,Finance,51.8,Medium,Medium,No,79050,8,80.0,No,67.2,"Excel, Tableau, Statistics, Python",Dubai,Small,Stable
2021,Data Analyst,Finance,36.6,Medium,Medium,No,74993,6,80.0,No,75.4,"Excel, Python, Tableau, SQL",Tokyo,Large,Stable
2021,Data Analyst,Finance,38.3,Medium,Medium,No,67343,2,40.0,Yes,76.5,"Excel, SQL",Tokyo,Medium,Stable
2021,Data Analyst,Finance,32.3,Low,Medium,No,79041,5,80.0,No,59.2,"SQL, Excel, Python, Statistics",Sydney,Large,Stable
2021,Data Analyst,Finance,40.8,Medium,Medium,No,67864,0,40.0,No,70.0,"Excel, Statistics",Singapore,Small,Stable
2021,Data Analyst,Finance,43.7,Medium,Medium,No,80018,3,40.0,No,61.9,"Statistics, SQL",San Francisco,Large,Stable
2021,Data Analyst,Finance,36.0,Medium,Medium,No,88934,6,60.0,No,85.3,"Statistics, Tableau, Python",Paris,Medium,Stable
2021,Data Analyst,Finance,40.5,Medium,Medium,No,74451,5,80.0,No,54.4,"Statistics, SQL, Tableau, Python",Singapore,Large,Stable
2021,Data Analyst,Finance,44.7,Medium,Medium,No,62147,6,80.0,No,81.4,"Excel, SQL, Python, Statistics",New York,Small,Stable
2021,Data Analyst,Finance,43.9,Medium,Medium,No,73615,7,60.0,No,68.4,"Python, SQL, Excel",Sydney,Large,Stable
2021,Data Analyst,Finance,37.1,Medium,Medium,No,75108,4,60.0,No,80.1,"Tableau, Statistics, Excel",San Francisco,Medium,Stable
2021,Data Analyst,Finance,54.4,Medium,Medium,No,78993,0,60.0,No,89.2,"Tableau, SQL, Excel",Singapore,Large,Stable
2021,Data Analyst,Finance,42.1,Medium,Medium,No,77786,3,80.0,No,81.0,"SQL, Tableau, Statistics, Excel",Paris,Large,Stable
2021,Data Analyst,Finance,43.4,Medium,Medium,No,66748,5,80.0,Yes,84.9,"Tableau, Python, Statistics, SQL",New York,Medium,Stable
2021,Data Analyst,Finance,32.7,Low,Medium,No,74841,6,100.0,Yes,70.1,"Excel, Python, SQL, Statistics, Tableau",Singapore,Small,Stable
2021,Data Analyst,Finance,44.4,Medium,Medium,No,58505,8,100.0,No,81.7,"Python, Statistics, Tableau, SQL, Excel",Paris,Medium,Stable
2021,Data Analyst,Finance,40.1,Medium,Medium,No,80469,6,80.0,Yes,55.6,"Python, Excel, Tableau, SQL",New York,Small,Stable
2021,Data Analyst,Finance,39.2,Medium,Medium,No,69936,4,100.0,Yes,54.0,"SQL, Excel, Python, Tableau, Statistics",New York,Medium,Stable
2021,Data Analyst,Finance,38.4,Medium,Medium,No,67941,0,100.0,No,67.7,"Python, Statistics, SQL, Tableau, Excel",Tokyo,Medium,Stable
2021,Data Analyst,Finance,42.2,Medium,Medium,No,62846,6,40.0,Yes,85.0,"Tableau, Python",Paris,Large,Stable
2021,Data Analyst,Finance,47.1,Medium,Medium,No,90656,4,60.0,Yes,77.7,"Tableau, Statistics, SQL",Paris,Small,Stable
2021,Data Analyst,Finance,40.9,Medium,Medium,No,69745,3,40.0,No,88.9,"Python, Excel",Toronto,Medium,Stable
2021,Data Analyst,Finance,36.2,Medium,Medium,No,69369,4,60.0,No,61.3,"SQL, Tableau, Excel",Dubai,Small,Stable
2021,Data Analyst,Finance,46.1,Medium,Medium,No,73108,9,80.0,No,55.4,"Tableau, Statistics, Python, SQL",Sydney,Medium,Stable
2021,Accountant,Finance,73.2,High,Medium,Yes,67444,1,80.0,No,89.9,"Accounting, Auditing, Tax, Excel",Dubai,Small,Stable
2021,Accountant,Finance,69.9,High,Medium,Yes,60285,4,40.0,Yes,52.3,"Auditing, QuickBooks",Singapore,Large,Stable
2021,Accountant,Finance,77.4,High,Medium,Yes,66013,4,100.0,Yes,68.6,"Excel, Auditing, Accounting, Tax, QuickBooks",New York,Small,Stable
2021,Accountant,Finance,75.5,High,Medium,Yes,63771,8,60.0,No,67.8,"QuickBooks, Excel, Accounting",Berlin,Large,Stable
2021,Accountant,Finance,74.4,High,Medium,Yes,68465,2,100.0,No,51.1,"Tax, Accounting, Excel, QuickBooks, Auditing",Paris,Small,Stable
2021,Accountant,Finance,81.7,High,Medium,Yes,70287,1,40.0,No,71.0,"Auditing, QuickBooks",Tokyo,Medium,Stable
2021,Accountant,Finance,73.4,High,Medium,Yes,66558,6,100.0,No,85.1,"Excel, QuickBooks, Accounting, Auditing, Tax",Toronto,Large,Stable
2021,Accountant,Finance,62.2,Medium,Medium,Yes,60838,5,60.0,No,73.9,"Tax, Excel, Accounting",Paris,Small,Stable
2021,Accountant,Finance,72.5,High,Medium,Yes,70760,6,100.0,No,70.2,"Excel, QuickBooks, Tax, Auditing, Accounting",Sydney,Large,Stable
2021,Accountant,Finance,67.0,High,Medium,Yes,67262,8,80.0,No,51.6,"Auditing, Tax, QuickBooks, Excel",Paris,Small,Stable
2021,Accountant,Finance,71.3,High,Medium,Yes,60794,8,60.0,No,74.4,"Tax, QuickBooks, Excel",Dubai,Small,Stable
2021,Accountant,Finance,65.2,High,Medium,Yes,55929,4,80.0,Yes,67.8,"QuickBooks, Accounting, Auditing, Excel",Singapore,Large,Stable
2021,Accountant,Finance,75.7,High,Medium,Yes,62067,7,40.0,Yes,75.8,"Tax, Excel",Tokyo,Small,Stable
2021,Accountant,Finance,64.7,Medium,Medium,Yes,67076,10,80.0,No,72.8,"QuickBooks, Tax, Excel, Auditing",Toronto,Small,Stable
